email,gender,birth_date,annual_income,spending_score,subscribed_to_newsletter,last_purchase_date,customer_type
yferguson@example.com,Female,1955-03-11,42763,99,False,2024-06-29 04:28:02.417332,Standard
zcruz@example.org,Female,1970-01-01,64744,55,False,2024-06-21 04:28:02.417332,Standard
anolan@example.org,Female,1982-02-10,29389,6,False,2024-10-11 04:28:02.417332,Standard
ginarice@example.com,Male,1999-11-20,46236,3,False,2024-05-05 04:28:02.417332,Standard
jonathan50@example.net,Female,1992-06-30,100610,65,True,2024-09-09 04:28:02.417332,Standard
doylecrystal@example.com,Male,1997-02-06,40479,64,True,2024-12-20 04:28:02.417332,Standard
morriseric@example.org,Male,1975-03-23,72217,58,True,2023-07-17 04:28:02.417332,Budget
rachelhenderson@example.org,Female,1987-09-02,46210,58,True,2024-04-07 04:28:02.417332,Standard
johnsonerik@example.net,Female,2000-02-02,62635,18,False,2024-11-22 04:28:02.417332,Standard
vincentwillis@example.net,Male,1996-05-31,64815,23,False,2025-02-22 04:28:02.417332,Standard
jerry41@example.net,Other,1977-05-29,71934,96,False,2024-05-30 04:28:02.417332,Premium
timothy31@example.com,Male,1970-11-01,51996,29,True,2023-10-30 04:28:02.417332,Budget
jashley@example.net,Male,1971-11-04,84833,23,True,2025-02-15 04:28:02.417332,Standard
zavila@example.org,Male,1981-08-07,46159,36,True,2024-09-20 04:28:02.417332,Standard
yesenia69@example.org,Female,1994-01-06,58513,70,True,2023-11-01 04:28:02.417332,Budget
iwest@example.net,Female,2007-09-05,58679,81,True,2023-09-10 04:28:02.417332,Budget
rosariorachel@example.net,Male,1987-02-25,38170,82,False,2024-10-15 04:28:02.417332,Standard
nhernandez@example.net,Female,1991-08-09,50711,95,True,2024-12-01 04:28:02.417332,Standard
michaelle@example.net,Male,1989-08-15,57422,6,True,2024-07-27 04:28:02.417332,Standard
tylerandrade@example.org,Female,1989-11-14,48518,34,True,2024-09-07 04:28:02.417332,Standard
jsolis@example.org,Male,2006-05-08,91613,44,True,2024-12-08 04:28:02.417332,Standard
amanda64@example.com,Male,1984-08-12,42420,44,False,2024-08-06 04:28:02.417332,Standard
krystal10@example.com,Other,1983-09-04,72691,27,False,2023-09-14 04:28:02.417332,Budget
patrickwilliams@example.org,Male,1982-05-18,67846,100,True,2025-01-16 04:28:02.417332,Standard
hblake@example.org,Male,1979-02-03,54792,52,False,2024-10-15 04:28:02.417332,Standard
vallen@example.net,Female,1983-07-22,42021,42,True,2025-02-13 04:28:02.417332,Standard
holmesstacey@example.net,Other,1995-09-22,43476,25,False,2025-01-22 04:28:02.417332,Standard
mooreaaron@example.org,Male,1991-08-29,47230,74,True,2023-11-11 04:28:02.417332,Budget
velazquezbenjamin@example.net,Male,1989-07-19,28213,39,False,2024-10-29 04:28:02.417332,Budget
vincent03@example.com,Male,1988-12-05,39948,39,True,2023-09-21 04:28:02.417332,Standard
duraneric@example.net,Female,1979-04-01,32762,12,False,2023-12-28 04:28:02.417332,Standard
jyoder@example.com,Male,1983-04-27,75188,11,False,2024-03-25 04:28:02.417332,Standard
ramirezamy@example.com,Female,1965-10-26,64276,3,True,2024-09-12 04:28:02.417332,Standard
cbush@example.net,Other,1964-03-24,66789,22,False,2023-06-18 04:28:02.417332,Budget
qdaniel@example.net,Male,1990-03-11,63832,4,True,2024-05-20 04:28:02.417332,Standard
barbara56@example.org,Male,2007-01-19,57504,8,False,2024-01-07 04:28:02.417332,Standard
hernandezthomas@example.net,Male,1976-06-18,76910,14,True,2023-07-04 04:28:02.417332,Budget
davidgoodman@example.org,Male,1996-11-06,45838,84,False,2023-06-07 04:28:02.417332,Budget
xdavenport@example.org,Female,1999-10-22,56600,88,False,2023-09-03 04:28:02.417332,Budget
nmichael@example.com,Male,1995-02-16,66205,14,True,2024-12-27 04:28:02.417332,Standard
mfowler@example.org,Male,1996-07-21,35181,92,True,2023-05-10 04:28:02.417332,Budget
olsonjames@example.org,Female,1982-11-28,101448,16,True,2023-11-23 04:28:02.417332,Standard
ellisryan@example.net,Male,2007-06-30,55428,32,False,2024-04-05 04:28:02.417332,Standard
zachary72@example.com,Female,2003-06-29,57129,64,False,2024-01-01 04:28:02.417332,Standard
joannaparker@example.org,Male,1986-08-14,73853,76,True,2024-10-06 04:28:02.417332,Premium
cwalters@example.org,Female,1983-06-14,68724,16,True,2024-11-24 04:28:02.417332,Standard
crobertson@example.com,Other,1983-06-13,55571,52,False,2023-11-29 04:28:02.417332,Standard
flemingjames@example.org,Female,2000-08-28,56951,19,True,2025-02-22 04:28:02.417332,Standard
webbdavid@example.com,Other,2002-04-03,32437,69,False,2023-12-31 04:28:02.417332,Standard
stuartkathryn@example.org,Male,1996-10-13,46653,12,True,2024-04-17 04:28:02.417332,Standard
phillipsrobert@example.org,Male,1988-02-09,62758,93,True,2023-06-27 04:28:02.417332,Budget
lstewart@example.com,Female,1973-08-22,61658,5,False,2024-01-06 04:28:02.417332,Standard
ashley87@example.com,Female,2007-05-30,73317,42,True,2024-03-18 04:28:02.417332,Standard
hpaul@example.com,Male,1993-06-26,53192,17,False,2024-12-14 04:28:02.417332,Standard
carlos88@example.net,Male,2006-02-17,34190,72,True,2023-08-27 04:28:02.417332,Budget
isabella44@example.com,Male,2007-03-07,70850,94,True,2024-09-06 04:28:02.417332,Standard
cbaxter@example.net,Male,1979-07-18,76541,10,False,2023-09-03 04:28:02.417332,Budget
deancalhoun@example.net,Male,1983-10-16,68473,84,True,2024-08-04 04:28:02.417332,Standard
jcolon@example.org,Female,1985-01-08,52545,16,True,2023-08-20 04:28:02.417332,Budget
jeffrey57@example.com,Male,1979-09-14,70665,16,False,2025-01-04 04:28:02.417332,Standard
samueljackson@example.org,Male,1995-10-24,106433,42,False,2024-02-28 04:28:02.417332,
staceyphillips@example.com,Female,1996-07-26,56727,3,False,2023-05-13 04:28:02.417332,Budget
yallen@example.net,Female,1964-07-11,35323,23,False,2024-07-14 04:28:02.417332,Standard
jacqueline57@example.org,Female,1993-07-23,46205,86,True,2023-09-02 04:28:02.417332,Budget
cortezreginald@example.com,Female,1982-10-04,64382,28,True,2024-05-12 04:28:02.417332,Standard
caseywhite@example.net,Male,1990-07-10,30927,45,True,2024-03-27 04:28:02.417332,Standard
elizabethmartin@example.org,Female,2007-07-16,57541,100,False,2024-12-18 04:28:02.417332,Standard
jwells@example.org,Female,2007-02-24,60705,68,False,2024-12-25 04:28:02.417332,Standard
kmeyers@example.org,Male,1997-07-15,78026,24,False,2023-12-02 04:28:02.417332,Standard
zgreen@example.com,Female,1978-07-21,74652,19,False,2024-12-27 04:28:02.417332,Standard
kaitlinsmith@example.net,Other,1981-05-11,67968,75,True,2023-12-17 04:28:02.417332,Standard
aprilhuang@example.org,Male,1980-08-26,22559,40,True,2025-02-15 04:28:02.417332,Standard
gailsmith@example.com,Male,2002-03-07,68815,46,True,2025-03-02 04:28:02.417332,Standard
matthewhansen@example.com,Male,1971-08-03,65582,40,True,2024-02-19 04:28:02.417332,Standard
samuelballard@example.com,Male,2002-01-15,58839,62,True,2024-03-23 04:28:02.417332,Standard
mcgeechristine@example.net,Male,1988-08-11,29046,18,True,2024-03-16 04:28:02.417332,Budget
judith64@example.org,Female,1991-08-12,43348,12,False,2023-04-17 04:28:02.417332,Budget
larabrian@example.com,Male,1993-06-18,37497,14,True,2023-06-12 04:28:02.417332,Standard
mbass@example.net,Other,1974-05-23,24774,82,False,2023-06-28 04:28:02.417332,Budget
lmartinez@example.org,Female,1999-08-11,54956,61,True,2023-05-05 04:28:02.417332,Budget
jonesnicholas@example.com,Female,2007-09-22,43032,12,False,2023-05-02 04:28:02.417332,Budget
michael00@example.com,Female,1989-10-24,94379,27,False,2023-11-30 04:28:02.417332,
glong@example.org,Male,1995-09-22,52468,6,False,2023-07-03 04:28:02.417332,Budget
mitchelltodd@example.net,Male,1950-10-10,74406,88,True,2024-05-28 04:28:02.417332,Premium
michael01@example.org,Female,1982-02-21,31463,33,True,2023-08-12 04:28:02.417332,Standard
hallalejandro@example.com,Female,1995-04-04,47048,80,True,2023-07-09 04:28:02.417332,Budget
brenda88@example.org,Female,2003-08-13,56453,50,True,2024-11-18 04:28:02.417332,Standard
michael54@example.net,Male,2007-05-20,41377,12,True,2024-05-09 04:28:02.417332,Standard
swallace@example.net,Other,2003-04-14,48666,95,True,2024-09-15 04:28:02.417332,Standard
kimberlywhite@example.net,Male,1988-10-25,51730,57,True,2023-05-20 04:28:02.417332,Budget
jessica43@example.org,Female,1973-03-07,51491,53,False,2024-07-16 04:28:02.417332,Standard
jason90@example.net,Other,1977-01-21,82826,13,True,2024-11-29 04:28:02.417332,Standard
zjensen@example.org,Male,1988-01-27,60673,72,False,2023-08-28 04:28:02.417332,Budget
mitchellryan@example.org,Female,1993-12-11,62192,3,True,2024-03-16 04:28:02.417332,Standard
david56@example.com,Male,1987-01-12,63094,64,True,2023-11-12 04:28:02.417332,Budget
joanne74@example.com,Male,1997-07-23,64189,84,True,2023-09-09 04:28:02.417332,Budget
anthonybrown@example.org,Female,1970-03-03,53756,58,False,2024-12-14 04:28:02.417332,Standard
michelle38@example.org,Female,1993-07-07,50188,4,False,2025-02-20 04:28:02.417332,Standard
johnbell@example.net,Other,1992-05-26,57502,45,False,2024-01-13 04:28:02.417332,Standard
fullerjessica@example.org,Female,2007-04-24,72352,66,True,2024-11-07 04:28:02.417332,Standard
lisa18@example.com,Male,1993-03-23,71893,36,True,2023-09-16 04:28:02.417332,Budget
schultzjoseph@example.org,Female,1980-04-04,51394,23,True,2024-10-08 04:28:02.417332,Standard
paul22@example.net,Other,2003-07-24,66517,19,True,2024-06-27 04:28:02.417332,Standard
stephen41@example.org,Male,2000-03-13,52081,40,False,2024-03-18 04:28:02.417332,Standard
yholden@example.org,Other,1981-09-09,55508,72,False,2024-10-19 04:28:02.417332,Standard
gregorymendez@example.net,Male,2007-06-07,47897,16,True,2023-12-03 04:28:02.417332,Standard
melissacamacho@example.net,Female,1978-01-01,52275,58,False,2023-07-27 04:28:02.417332,Budget
leahhoover@example.org,Male,1997-04-30,75119,18,True,2023-09-15 04:28:02.417332,Budget
douglas37@example.org,Male,1995-01-25,56386,36,True,2024-04-06 04:28:02.417332,
rachel70@example.org,Male,2004-02-02,57029,24,True,2024-10-11 04:28:02.417332,Standard
morganbrent@example.com,Female,1986-06-25,33291,1,True,2024-10-07 04:28:02.417332,Standard
alynn@example.net,Male,1961-03-31,50361,1,False,2025-02-12 04:28:02.417332,Standard
jenniferlopez@example.org,Male,1981-06-12,51380,64,True,2024-12-12 04:28:02.417332,Standard
zblack@example.org,Female,2001-07-15,42562,62,False,2024-09-04 04:28:02.417332,Standard
prattjessica@example.org,Other,1976-12-07,55324,36,True,2023-05-16 04:28:02.417332,
kimberlyrice@example.com,Male,1994-01-10,48562,75,True,2023-07-23 04:28:02.417332,Budget
victorstanley@example.com,Male,1974-04-08,56199,18,True,2023-06-07 04:28:02.417332,Budget
joseph06@example.net,Male,1981-01-07,56822,16,False,2024-10-29 04:28:02.417332,
allison48@example.com,Male,2007-08-13,40663,17,False,2023-06-20 04:28:02.417332,Budget
cherylparsons@example.org,Female,2002-10-13,49019,24,False,2023-06-09 04:28:02.417332,Budget
tammybutler@example.com,Female,1978-12-19,56160,98,True,2024-07-03 04:28:02.417332,Standard
ashley42@example.com,Female,1989-08-01,72764,68,True,2023-09-24 04:28:02.417332,Budget
vmills@example.com,Male,2002-12-09,58850,99,True,2023-08-28 04:28:02.417332,Budget
ujohnston@example.net,Female,1998-05-25,45070,79,True,2023-07-05 04:28:02.417332,Budget
kimberly71@example.org,Female,2006-10-26,60985,2,False,2023-06-08 04:28:02.417332,Budget
hoganhailey@example.net,Female,1992-06-09,80613,95,True,2024-01-03 04:28:02.417332,Standard
ashleyallen@example.net,Female,1964-08-18,68750,73,True,2024-05-21 04:28:02.417332,Standard
yangalexandra@example.com,Female,1981-04-07,63212,10,True,2024-08-30 04:28:02.417332,Standard
mullinstiffany@example.com,Female,1964-08-03,65883,53,True,2024-05-07 04:28:02.417332,Standard
paige01@example.org,Male,1980-05-05,76599,89,False,2024-11-09 04:28:02.417332,Standard
lspencer@example.org,Other,1978-02-25,71134,51,False,2023-07-23 04:28:02.417332,Budget
joshua54@example.org,Female,1966-12-10,63501,69,False,2024-04-13 04:28:02.417332,Standard
walshrobert@example.net,Female,1986-02-17,71029,14,False,2024-06-25 04:28:02.417332,Standard
james75@example.org,Male,1993-09-26,38775,66,True,2024-05-15 04:28:02.417332,Standard
mayochristian@example.net,Female,1978-04-19,32466,82,False,2024-05-31 04:28:02.417332,Standard
sroach@example.org,Female,1973-01-24,57356,93,True,2023-12-10 04:28:02.417332,Standard
onealfrank@example.net,Male,1996-05-28,56030,53,False,2024-03-08 04:28:02.417332,Standard
ulowe@example.com,Male,1999-10-04,46841,84,False,2025-01-28 04:28:02.417332,Standard
fwoods@example.org,Female,1989-02-01,67387,64,False,2024-07-11 04:28:02.417332,Standard
michelle29@example.com,Female,1981-03-24,27057,72,True,2025-03-27 04:28:02.417332,Standard
andrewmercer@example.net,Female,1981-04-11,46978,49,False,2024-10-16 04:28:02.417332,Standard
barronkevin@example.com,Male,2006-10-19,47725,90,False,2024-04-12 04:28:02.417332,Standard
hthomas@example.com,Female,1968-06-08,30455,62,False,2024-10-11 04:28:02.417332,Standard
robinlane@example.org,Male,1997-12-13,77420,37,True,2024-12-04 04:28:02.417332,Standard
ryan57@example.com,Male,1994-03-24,34611,49,True,2024-08-19 04:28:02.417332,Standard
stephensmith@example.net,Male,2000-12-23,46174,68,True,2024-10-10 04:28:02.417332,Standard
jennifer52@example.org,Male,1958-09-02,68619,33,True,2024-11-24 04:28:02.417332,Standard
schultzdana@example.net,Male,1988-09-28,64690,22,True,2024-09-27 04:28:02.417332,Standard
catherinemiller@example.com,Male,2001-02-22,38377,70,False,2025-01-29 04:28:02.417332,Standard
kingcharles@example.org,Male,1980-03-08,65237,33,True,2024-07-02 04:28:02.417332,Standard
wandakim@example.com,Male,1981-03-13,59346,28,False,2023-08-13 04:28:02.417332,Budget
goodwinmichael@example.org,Female,1992-12-25,89995,88,True,2024-09-04 04:28:02.417332,Premium
peterslaura@example.net,Male,1980-03-07,61059,4,True,2024-09-21 04:28:02.417332,Standard
toddbrown@example.net,Male,1999-11-09,52881,66,False,2023-10-18 04:28:02.417332,Budget
maria81@example.com,Female,1996-08-18,42152,77,False,2024-10-02 04:28:02.417332,Standard
danderson@example.org,Male,2007-04-24,43836,49,True,2023-09-20 04:28:02.417332,Budget
berrydevin@example.com,Female,2006-03-25,42613,11,True,2024-08-17 04:28:02.417332,Standard
durankatrina@example.org,Male,1969-05-21,75566,35,True,2023-09-14 04:28:02.417332,Budget
michelle58@example.org,Male,1971-05-07,55269,39,True,2023-07-28 04:28:02.417332,Budget
raysteve@example.net,Female,1989-11-16,63478,10,True,2025-01-03 04:28:02.417332,Standard
johnhill@example.org,Female,1971-04-16,77713,74,True,2024-11-09 04:28:02.417332,Premium
danielsheryl@example.org,Female,1992-09-11,20000,72,False,2023-06-12 04:28:02.417332,Budget
rcook@example.com,Female,1993-06-29,74183,69,True,2024-07-26 04:28:02.417332,Standard
todd82@example.org,Other,1990-06-19,55830,23,True,2024-08-20 04:28:02.417332,Standard
jessicabooth@example.com,Male,1992-01-11,61525,34,False,2023-05-30 04:28:02.417332,Budget
petercoleman@example.org,Male,1993-08-17,42573,32,False,2024-10-16 04:28:02.417332,Standard
ubeck@example.net,Male,1977-09-26,43673,16,False,2024-12-13 04:28:02.417332,Standard
shawn07@example.com,Male,1989-06-02,62332,68,False,2024-10-11 04:28:02.417332,Standard
wbowen@example.com,Female,1982-05-23,90768,54,True,2023-11-08 04:28:02.417332,Budget
buchananheather@example.org,Female,1978-02-11,70049,28,True,2024-06-09 04:28:02.417332,Standard
luisharris@example.com,Male,1986-08-24,73982,60,False,2024-08-02 04:28:02.417332,Standard
wilsondavid@example.net,Other,2002-02-13,52119,78,False,2024-09-05 04:28:02.417332,Standard
tyler14@example.org,Female,2007-07-24,45996,76,False,2024-08-02 04:28:02.417332,Standard
garzakenneth@example.com,Male,1989-07-05,43287,60,True,2024-07-22 04:28:02.417332,Standard
martinfrye@example.net,Male,1992-12-26,47675,85,True,2025-01-10 04:28:02.417332,Standard
cynthiajohnson@example.org,Male,1989-05-29,24208,80,False,2024-01-24 04:28:02.417332,Standard
jonescynthia@example.net,Male,1990-12-31,44126,44,True,2023-12-14 04:28:02.417332,Standard
colekenneth@example.net,Male,1959-09-14,46594,2,False,2023-10-07 04:28:02.417332,Budget
davisjulie@example.org,Female,2005-10-13,52369,23,False,2025-03-29 04:28:02.417332,Standard
vsanchez@example.net,Male,2007-08-28,56976,93,False,2024-09-20 04:28:02.417332,Standard
richard56@example.net,Male,1987-06-05,60436,46,True,2025-02-05 04:28:02.417332,Standard
ddaniels@example.net,Other,1995-05-22,54776,73,True,2024-07-15 04:28:02.417332,Standard
xchang@example.org,Female,1987-07-01,46278,54,True,2023-08-18 04:28:02.417332,Budget
lhenry@example.net,Other,1983-02-10,25549,71,False,2023-09-14 04:28:02.417332,Budget
berrymichael@example.org,Male,1975-02-09,46370,93,True,2024-03-18 04:28:02.417332,Standard
monica50@example.com,Male,2007-09-07,40413,81,True,2023-12-02 04:28:02.417332,Standard
obass@example.com,Female,1997-03-11,61991,9,True,2024-12-27 04:28:02.417332,Standard
wgaines@example.com,Male,1985-07-02,68639,70,True,2024-05-01 04:28:02.417332,Standard
millerjohn@example.com,Male,1981-05-26,69078,44,False,2023-04-17 04:28:02.417332,Budget
timothywalker@example.net,Female,1964-04-10,66354,84,False,2023-04-10 04:28:02.417332,Budget
janethill@example.com,Female,1979-09-05,52997,74,True,2024-05-08 04:28:02.417332,Standard
anthonyamanda@example.net,Male,1991-06-12,47170,73,False,2023-11-23 04:28:02.417332,Standard
alexandra68@example.com,Male,2001-04-30,43793,12,False,2023-07-04 04:28:02.417332,Budget
ambermartinez@example.net,Male,1997-01-04,32387,97,False,2023-10-31 04:28:02.417332,Budget
jenniferfowler@example.com,Male,1998-04-20,69877,32,False,2024-11-28 04:28:02.417332,
mistymejia@example.org,Male,1983-08-16,52379,34,False,2023-07-22 04:28:02.417332,Budget
savannahjones@example.net,Male,1987-07-17,36304,83,True,2024-07-16 04:28:02.417332,Standard
xhansen@example.net,Male,2006-09-28,42602,33,True,2023-08-29 04:28:02.417332,Budget
gbrown@example.com,Other,1995-10-28,41995,64,False,2023-09-30 04:28:02.417332,Budget
catherinewoodward@example.com,Female,1980-01-28,55645,48,True,2023-05-16 04:28:02.417332,Budget
rowecynthia@example.com,Female,1986-03-25,71012,16,True,2023-05-03 04:28:02.417332,Budget
michael10@example.org,Male,1984-05-10,49780,50,True,2023-04-24 04:28:02.417332,Budget
watsonbrian@example.net,Male,1985-11-25,21211,23,True,2025-03-25 04:28:02.417332,Budget
fuentesshawn@example.org,Male,1971-04-26,52162,26,True,2023-09-17 04:28:02.417332,Budget
julia92@example.net,Male,1988-02-03,52657,54,False,2024-03-25 04:28:02.417332,Standard
saragallagher@example.org,Male,1995-01-31,51626,44,True,2024-08-23 04:28:02.417332,Standard
ewingshelly@example.org,Female,2001-05-08,45588,37,True,2023-10-19 04:28:02.417332,Budget
zmitchell@example.com,Female,1988-03-12,58261,9,False,2024-04-17 04:28:02.417332,Standard
sarayoung@example.com,Female,2007-02-18,55992,94,False,2025-03-02 04:28:02.417332,Standard
watsonmatthew@example.org,Male,1993-02-05,54627,13,True,2023-08-19 04:28:02.417332,Budget
gallowaylarry@example.org,Other,1993-05-19,61189,60,True,2024-04-09 04:28:02.417332,Standard
david23@example.net,Male,2007-06-06,48552,80,False,2025-03-11 04:28:02.417332,Standard
garciaadam@example.net,Male,2001-12-16,47701,2,False,2024-06-17 04:28:02.417332,Standard
knightdaniel@example.com,Male,1981-04-13,75701,95,True,2024-08-31 04:28:02.417332,Premium
peter97@example.net,Female,1988-06-05,63390,60,False,2023-04-21 04:28:02.417332,Budget
adam99@example.org,Other,1989-02-08,67404,57,False,2024-10-19 04:28:02.417332,Standard
tylerjimenez@example.com,Male,1987-03-11,73391,43,False,2024-11-13 04:28:02.417332,Standard
jo24@example.net,Female,1989-09-21,62889,19,True,2024-03-28 04:28:02.417332,Standard
patrickbowen@example.com,Female,1976-09-25,68925,11,True,2024-05-17 04:28:02.417332,Standard
erik81@example.com,Male,1988-11-01,31309,78,True,2024-02-18 04:28:02.417332,Standard
mjohnson@example.org,Male,2007-01-20,58062,47,True,2024-01-20 04:28:02.417332,Standard
vicki43@example.org,Male,1970-12-31,52259,89,True,2025-03-20 04:28:02.417332,Standard
alee@example.com,Other,1986-01-02,80165,63,True,2023-11-18 04:28:02.417332,Standard
wardfrederick@example.com,Male,1998-08-21,68914,7,False,2025-03-07 04:28:02.417332,Standard
roymichelle@example.net,Female,2006-01-19,45543,79,True,2023-10-16 04:28:02.417332,Budget
gordondanielle@example.org,Male,1986-05-19,60591,94,True,2025-01-16 04:28:02.417332,Standard
courtney06@example.org,Female,1991-12-27,57515,31,False,2024-04-01 04:28:02.417332,Standard
kevin62@example.net,Male,1971-10-23,61814,88,True,2023-11-28 04:28:02.417332,Standard
anna40@example.org,Female,1994-11-23,39717,55,True,2024-12-31 04:28:02.417332,Standard
lwilkins@example.org,Female,2001-09-22,60400,25,False,2024-07-10 04:28:02.417332,Standard
courtneycole@example.org,Female,1979-11-24,51577,72,False,2023-09-20 04:28:02.417332,Budget
carolynshort@example.com,Female,1979-08-27,59236,30,False,2023-11-20 04:28:02.417332,Standard
daniellesteele@example.com,Male,1988-08-22,44134,36,True,2024-10-14 04:28:02.417332,Standard
rebecca00@example.net,Female,1982-09-24,46224,50,False,2024-04-21 04:28:02.417332,Standard
jaredwilliamson@example.org,Male,1991-06-23,72607,14,True,2024-08-17 04:28:02.417332,Standard
lschultz@example.org,Male,1988-10-05,39226,29,False,2023-05-04 04:28:02.417332,Budget
mmartinez@example.org,Female,1977-06-29,40333,27,True,2023-05-23 04:28:02.417332,Budget
ihuber@example.org,Male,1983-07-07,54226,50,False,2024-09-11 04:28:02.417332,Standard
kmosley@example.com,Female,1993-05-27,43421,36,True,2024-01-12 04:28:02.417332,Standard
tmiller@example.net,Other,1973-10-29,41724,34,False,2023-11-01 04:28:02.417332,Budget
fishernathaniel@example.net,Male,2007-01-06,56576,21,False,2024-11-21 04:28:02.417332,Standard
christinacrawford@example.org,Female,1966-03-27,32424,38,True,2024-07-31 04:28:02.417332,Standard
amandascott@example.com,Male,2007-01-23,39880,75,True,2025-01-01 04:28:02.417332,Standard
smithlogan@example.com,Male,1998-04-06,85811,97,False,2024-11-27 04:28:02.417332,Premium
psantiago@example.com,Male,1991-05-11,61892,79,True,2023-12-17 04:28:02.417332,
denisebrown@example.com,Other,1992-08-31,43801,76,True,2024-08-03 04:28:02.417332,Standard
michellejones@example.com,Female,1977-11-19,61273,88,False,2023-11-17 04:28:02.417332,Budget
sarah15@example.org,Other,2003-05-19,63509,50,False,2024-03-11 04:28:02.417332,Standard
williamsamy@example.net,Other,1987-07-01,69916,37,True,2025-03-26 04:28:02.417332,Standard
vthomas@example.net,Male,1997-02-12,53092,75,True,2025-01-04 04:28:02.417332,Standard
gdean@example.org,Male,1987-07-17,69647,19,True,2023-08-13 04:28:02.417332,Budget
marisa39@example.org,Female,1990-10-26,24423,1,True,2024-11-08 04:28:02.417332,Standard
carolyn58@example.com,Male,1989-09-05,39155,81,True,2024-01-07 04:28:02.417332,Standard
anthonyanthony@example.org,Male,1997-06-07,57458,40,False,2024-05-06 04:28:02.417332,Standard
aliciadouglas@example.net,Male,1997-09-06,59944,55,False,2023-04-23 04:28:02.417332,Budget
michelle44@example.net,Female,1987-09-05,41323,80,True,2024-10-20 04:28:02.417332,Standard
jeffrey33@example.com,Female,1979-05-31,58891,26,False,2023-06-15 04:28:02.417332,Budget
danaharrison@example.net,Male,1998-03-12,45642,43,True,2024-04-25 04:28:02.417332,Standard
cheryl65@example.com,Male,2001-05-18,50845,59,True,2025-04-01 04:28:02.417332,Standard
cooperjessica@example.net,Female,1983-07-26,70371,51,True,2024-12-03 04:28:02.417332,Standard
ymiller@example.net,Female,1991-07-25,68634,15,True,2023-09-01 04:28:02.417332,Budget
kimberlymclaughlin@example.net,Male,1980-12-06,40044,8,True,2023-12-25 04:28:02.417332,Standard
woodjennifer@example.org,Female,2000-12-02,39141,94,False,2023-12-27 04:28:02.417332,Standard
ethancarlson@example.org,Male,2007-08-07,48832,14,False,2025-02-12 04:28:02.417332,Standard
michaelharrison@example.com,Male,1997-06-30,54598,97,False,2024-05-10 04:28:02.417332,Standard
mcarlson@example.com,Female,2000-06-02,45131,7,True,2023-12-15 04:28:02.417332,
alvarezbrittany@example.net,Female,1990-10-24,70609,18,True,2024-03-30 04:28:02.417332,Standard
mindy03@example.com,Male,1998-05-25,60210,12,False,2024-06-19 04:28:02.417332,Standard
david78@example.com,Female,1982-02-26,61091,2,True,2025-03-09 04:28:02.417332,Standard
davispatricia@example.org,Female,1994-03-21,36001,50,False,2023-04-10 04:28:02.417332,Budget
marissamann@example.org,Female,1989-09-01,72509,93,False,2024-06-13 04:28:02.417332,Standard
evansjames@example.com,Female,1989-05-23,20000,21,False,2024-01-09 04:28:02.417332,
erika65@example.com,Female,1988-03-14,67510,7,True,2025-01-29 04:28:02.417332,Standard
maria14@example.org,Male,1991-03-28,69014,91,False,2023-09-12 04:28:02.417332,Budget
robin31@example.com,Male,1984-08-14,48513,12,False,2023-12-31 04:28:02.417332,Standard
angelacervantes@example.org,Male,1999-11-01,74093,84,True,2023-10-20 04:28:02.417332,Standard
joshua26@example.com,Male,1973-11-19,54053,57,False,2024-02-14 04:28:02.417332,Standard
scottdawn@example.org,Female,1992-11-19,55936,78,True,2023-08-22 04:28:02.417332,Budget
jonesjason@example.org,Female,2005-12-07,60092,74,True,2024-07-16 04:28:02.417332,Standard
josephsmith@example.org,Male,1988-07-13,102798,23,False,2023-07-09 04:28:02.417332,Budget
whiteheadkathryn@example.org,Male,2001-07-02,75166,30,True,2024-09-30 04:28:02.417332,Standard
william81@example.net,Male,1983-03-28,65516,58,True,2025-02-13 04:28:02.417332,Standard
hallen@example.com,Male,1964-04-05,41307,95,True,2024-11-06 04:28:02.417332,Standard
wilsonmicheal@example.com,Female,2000-05-14,57153,52,True,2023-08-19 04:28:02.417332,Budget
cooperashley@example.org,Male,1987-09-29,42803,56,True,2024-02-18 04:28:02.417332,Standard
rodgerspaula@example.com,Female,2007-02-05,67331,10,False,2024-01-18 04:28:02.417332,Standard
ybrown@example.org,Other,1985-05-13,57107,19,True,2023-12-31 04:28:02.417332,Standard
zestes@example.com,Male,2001-05-18,38132,19,False,2024-08-16 04:28:02.417332,Standard
stevenjohnson@example.com,Male,1998-09-23,56216,87,False,2024-06-22 04:28:02.417332,Standard
pwallace@example.org,Male,2004-01-24,42258,59,True,2023-09-07 04:28:02.417332,Budget
scottmegan@example.org,Female,1982-07-21,57268,44,True,2024-04-22 04:28:02.417332,Standard
rachel17@example.com,Female,1978-03-15,42113,59,True,2023-08-10 04:28:02.417332,Budget
bradley36@example.com,Male,1990-03-02,55412,96,False,2024-07-12 04:28:02.417332,Standard
dgrant@example.org,Female,2001-08-07,66257,84,True,2024-03-20 04:28:02.417332,Standard
wileymichelle@example.com,Female,1971-06-07,54204,4,False,2024-12-20 04:28:02.417332,Standard
andrea95@example.org,Male,1999-12-05,49136,97,False,2023-08-11 04:28:02.417332,Budget
bryan21@example.net,Male,2007-01-15,58049,65,False,2025-03-10 04:28:02.417332,Standard
gracemcdonald@example.org,Female,1985-01-14,65457,13,False,2024-06-13 04:28:02.417332,Standard
